NAME10,0,Green_Area,12,Open_urban,Low_intensity_Developed,Medium_high_intensity_Developed,Medium_high_intensity_Developed,Open_urban,Green_Area,Green_Area,Green_Area,Green_Area,Agriculture,Agriculture,Agriculture,Green_Area,Green_Area,Total_Green_Area,Total_Agriculture,Total_Open_Urban,Total_Low_Intensity_Developed,Total_Medium_High_Intensity_Developed,Total
Cortez__CO,0,51,0,1210,3982,1370,163,0,0,39,0,3089,103,464,11,84,0,3263,578,1210,3982,1533,10566
Mount_Vernon__IL,0,258,0,8029,10721,4581,2433,4,2918,0,0,0,178,942,866,36,0,3212,1986,8033,10721,7014,30966
Chilton__WI,0,10,0,841,1976,1018,300,0,120,0,0,6,0,360,571,100,41,277,931,841,1976,1318,5343
Galena__IL,0,0,0,1313,1946,622,154,5,867,0,0,7,0,147,252,11,0,885,399,1318,1946,776,5324
Bremen__IN,0,0,0,887,2561,988,789,0,224,0,0,3,30,57,1338,4,13,244,1425,887,2561,1777,6894
Cherryville__NC,0,12,0,4083,3935,922,468,0,3649,911,64,158,588,2029,1,1,0,4795,2618,4083,3935,1390,16821
Hope__AR,0,132,0,2640,8246,2595,1151,0,1217,3057,192,908,212,960,0,0,0,5506,1172,2640,8246,3746,21310
Salem__NJ,0,90,0,2234,1451,959,425,83,26,0,7,18,44,838,552,519,772,1432,1434,2317,1451,1384,8018
Mount_Union__PA,0,234,0,1248,1890,712,182,0,1974,11,6,0,0,662,83,6,0,2231,745,1248,1890,894,7008
Lakeview__OR,0,36,0,449,1313,1016,134,29,0,9,0,328,213,172,0,0,0,373,385,478,1313,1150,3699
Sylvester__GA,0,51,0,4260,3628,1112,507,0,750,1131,883,6,645,684,920,995,26,3842,2249,4260,3628,1619,15598
Gonzales__TX,0,1,0,2660,3475,2057,602,64,217,39,0,224,575,693,7,0,0,481,1275,2724,3475,2659,10614
Watertown__SD,0,909,0,10045,8313,7107,2632,408,196,0,0,0,3396,712,3294,0,527,1632,7402,10453,8313,9739,37539
Waverly__TN,0,0,0,1698,797,626,112,7,6734,57,0,0,319,422,117,0,0,6791,858,1705,797,738,10889
Plymouth__IN,0,491,0,6213,6708,2714,1715,462,2262,296,0,7,89,238,4470,341,142,3539,4797,6675,6708,4429,26148
Walkerton__IN,0,128,0,1494,1838,310,183,0,1602,262,0,23,206,3,1720,132,11,2158,1929,1494,1838,493,7912
Woodward__OK,0,138,0,3507,6642,3527,1857,0,0,657,37,350,5949,0,1591,0,0,1182,7540,3507,6642,5384,24255
Kill_Devil_Hills__NC,0,6487,0,12611,18411,11206,1718,4938,566,4894,145,2236,170,0,689,6081,6452,26861,859,17549,18411,12924,76604
Marshfield__MO,0,0,0,2623,4113,1433,559,0,1414,5,50,38,27,2142,0,0,0,1507,2169,2623,4113,1992,12404
Blairsville__PA,0,67,0,1867,2598,1713,480,217,7848,11,36,0,0,2237,430,0,0,7962,2667,2084,2598,2193,17504
Indiana__PA,0,0,0,7212,8279,5794,2012,150,6187,223,37,0,0,3478,662,0,0,6447,4140,7362,8279,7806,34034
Punxsutawney__PA,0,15,0,1890,2238,1875,473,34,4189,154,39,0,4,326,170,0,0,4397,500,1924,2238,2348,11407
Dunlap__TN,0,0,0,2722,2363,647,264,46,1716,609,874,289,509,2276,198,43,0,3531,2983,2768,2363,911,12556
Lubbock__TX,0,1362,0,42442,95907,39051,18999,133,289,28,0,428,26718,0,54221,54,111,2272,80939,42575,95907,58050,279743
San_Antonio__TX,0,6415,0,421084,393024,317269,155689,4709,55641,97768,1495,119377,63026,28966,32291,32735,141,313572,124283,425793,393024,472958,1729630
Fort_Stockton__TX,0,7,0,3641,5092,2995,788,456,0,0,0,4086,0,0,2,2,0,4095,2,4097,5092,3783,17069
Rusk__TX,0,5,0,1759,2020,686,270,0,759,1504,1047,424,43,308,0,77,0,3816,351,1759,2020,956,8902
Alamogordo__NM,0,15,0,7177,13463,4018,814,100,0,0,0,17221,4168,16,689,12,0,17248,4873,7277,13463,4832,47693
Hebron__IN,0,0,0,392,1324,648,88,21,102,0,0,121,325,202,600,55,15,293,1127,413,1324,736,3893
Skaneateles__NY,0,88,0,1868,1660,354,124,0,901,48,112,387,254,1742,167,351,19,1906,2163,1868,1660,478,8075
Harlan__IA,0,0,0,1758,2863,751,366,0,6,0,0,0,149,75,23,0,0,6,247,1758,2863,1117,5991
Kellogg__ID,0,0,0,205,946,1788,378,169,0,383,0,1589,64,17,0,33,73,2078,81,374,946,2166,5645
Ames__IA,0,965,0,15523,16403,10407,3954,17,2782,18,0,0,2172,2609,9764,1966,413,6144,14545,15540,16403,14361,66993
Firebaugh__CA,0,0,0,557,899,1429,241,436,0,0,0,0,18,0,616,0,0,0,634,993,899,1670,4196
Huron__CA,0,0,0,470,732,1275,272,6,0,0,0,0,0,0,1467,0,0,0,1467,476,732,1547,4222
Kerman__CA,0,0,0,708,1741,3175,477,14,0,0,0,0,15,400,728,0,0,0,1143,722,1741,3652,7258
Lebanon__OR,0,465,0,3004,7336,4366,1179,15,86,848,58,121,389,9170,2386,130,33,1741,11945,3019,7336,5545,29586
Burley__ID,0,2592,0,5025,8835,4649,350,0,0,0,0,422,77,1047,7164,289,21,3324,8288,5025,8835,4999,30471
Childress__TX,0,0,0,1418,3382,757,377,0,0,0,33,1362,65,0,375,0,0,1395,440,1418,3382,1134,7769
Whitesboro__TX,0,16,0,2204,1930,718,295,0,442,0,0,0,1102,719,156,0,0,458,1977,2204,1930,1013,7582
Aubrey__TX,0,16,0,2318,1213,441,73,60,488,0,0,0,1845,227,0,0,0,504,2072,2378,1213,514,6681
Brazoria__TX,0,0,0,2435,1679,473,211,0,1742,73,211,333,386,980,0,309,12,2680,1366,2435,1679,684,8844
Atlanta__TX,0,195,0,3155,6606,1606,731,8,911,4368,1804,1118,156,479,0,409,20,8825,635,3163,6606,2337,21566
Bennettsville__SC,0,1507,0,7511,5397,1782,538,54,330,1254,122,1031,1255,492,2221,1745,191,6180,3968,7565,5397,2320,25430
Wagoner__OK,0,0,0,6324,3070,1058,739,0,471,6,0,0,766,1299,118,0,0,477,2183,6324,3070,1797,13851
Hopkinsville__KY,0,200,0,14100,9649,4631,2167,30,11625,631,21,282,343,7012,7595,0,0,12759,14950,14130,9649,6798,58286
Nappanee__IN,0,13,0,2584,3582,1596,1566,0,152,14,0,0,65,226,1708,0,18,197,1999,2584,3582,3162,11524
Philadelphia__PA__NJ__DE__MD,0,105184,0,1572222,1084977,638392,319608,17278,931097,23580,48849,142572,25306,326655,275755,277809,43186,1572277,627716,1589500,1084977,958000,5832470
Highland__IL,0,194,0,4352,6405,2287,629,21,3646,0,0,0,7,5249,7912,0,0,3840,13168,4373,6405,2916,30702
Twin_Falls__ID,0,0,0,8317,15908,13771,4152,0,0,0,0,874,203,1446,7549,0,0,874,9198,8317,15908,17923,52220
DuBois__PA,0,47,0,4191,6337,2901,1029,128,3627,250,64,0,43,885,51,78,11,4077,979,4319,6337,3930,19642
Flora__IL,0,0,0,1390,3330,969,367,0,64,0,0,0,15,0,299,0,0,64,314,1390,3330,1336,6434
Buckner__MO,0,0,0,1027,1278,245,76,0,717,20,0,8,121,1200,2109,10,19,774,3430,1027,1278,321,6830
Mineola__TX,0,346,0,1369,6643,1794,628,0,2821,378,18,988,28,2268,171,397,16,4964,2467,1369,6643,2422,17865
Palacios__TX,0,33,0,2168,2188,936,202,19,13,0,0,110,50,99,0,16,142,314,149,2187,2188,1138,5976
Nocona__TX,0,11,0,1150,2534,757,261,8,149,0,0,2,902,44,0,0,0,162,946,1158,2534,1018,5818
Dilley__TX,0,45,0,578,1621,893,80,0,0,0,0,127,117,874,1388,0,17,189,2379,578,1621,973,5740
Lawrence__KS,0,952,0,19555,30289,14631,4456,67,4651,0,148,311,3259,6449,3020,739,97,6898,12728,19622,30289,19087,88624
Winchester__KY,0,130,0,8026,10130,5660,2209,22,3208,19,0,1,36,10898,698,0,5,3363,11632,8048,10130,7869,41042
Golden_Beach__MD,0,139,0,2284,626,5,1,17,6871,303,425,189,15,61,1028,668,569,9164,1104,2301,626,6,13201
Orofino__ID,0,531,0,992,2061,855,111,0,3,889,0,1104,341,0,0,18,8,2553,341,992,2061,966,6913
Ottumwa__IA,0,1462,0,10115,11430,4478,2465,34,6282,0,7,8,793,2003,1302,573,174,8506,4098,10149,11430,6943,41126
Quarryville__PA,0,56,0,3224,1788,583,153,13,4730,10,269,620,34,3822,5331,39,16,5740,9187,3237,1788,736,20688
Lebanon__MO,0,84,0,6317,9192,4967,2312,181,4636,299,505,310,122,6334,63,52,0,5886,6519,6498,9192,7279,35374
Higginsville__MO,0,12,0,1517,2372,764,231,0,68,0,0,5,0,318,208,0,0,85,526,1517,2372,995,5495
Lexington__MO,0,112,0,1845,2271,595,239,0,1086,23,0,7,163,670,110,7,0,1235,943,1845,2271,834,7128
Lebanon__TN,0,82,0,19079,18386,7105,3768,279,4827,1263,747,1647,784,23882,1443,88,52,8706,26109,19358,18386,10873,83432
Granite_Shoals__TX,0,1080,0,8142,1661,418,85,0,419,234,0,2666,1303,0,0,5,0,4404,1303,8142,1661,503,16013
Othello__WA,0,87,0,2602,3838,3432,716,0,0,0,18,3224,38,1734,6644,242,128,3699,8416,2602,3838,4148,22703
Kendallville__IN,0,475,0,2921,4418,1843,1068,14,786,52,0,151,122,484,2382,950,95,2509,2988,2935,4418,2911,15761
Manchester__TN,0,0,0,7512,8471,2698,1035,18,3352,97,79,287,142,5288,757,842,5,4662,6187,7530,8471,3733,30583
Albia__IA,0,15,0,1712,2154,651,265,0,529,0,5,0,101,615,143,4,5,558,859,1712,2154,916,6199
Hardin__MT,0,0,0,307,674,1686,522,0,0,0,0,8,211,76,78,146,15,169,365,307,674,2208,3723
Salmon__ID,0,24,0,716,2617,1461,207,0,0,35,0,191,206,337,0,79,7,336,543,716,2617,1668,5880
Fort_Dodge__IA,0,238,0,7622,10968,4571,2756,0,2160,0,0,0,1442,621,5965,541,44,2983,8028,7622,10968,7327,36928
Brunswick__MD__VA,0,278,0,3032,2893,1160,392,0,2273,964,387,0,17,7477,308,284,53,4239,7802,3032,2893,1552,19518
Thurmont__MD,0,0,0,4174,3023,683,250,0,1422,248,32,18,0,172,741,182,0,1902,913,4174,3023,933,10945
Troy__MO,0,32,0,4045,6085,3734,1226,211,3396,0,36,46,134,3802,2068,309,0,3819,6004,4256,6085,4960,25124
Greenville__PA,0,166,0,5518,5091,1815,822,0,4045,92,2,226,337,1459,512,375,74,4980,2308,5518,5091,2637,20534
Mercer__PA,0,0,0,1361,1199,408,99,0,847,23,6,0,114,213,44,45,0,921,371,1361,1199,507,4359
Kalama__WA,0,118,0,2005,3156,1495,976,483,1019,551,1719,192,322,465,0,720,935,5254,787,2488,3156,2471,14156
Camano__WA,0,70,0,2670,4466,1181,54,655,2160,2956,3217,397,390,927,0,161,187,9148,1317,3325,4466,1235,19491
Port_Townsend__WA,0,245,0,2878,5134,2453,626,131,34,1413,536,42,316,146,0,17,98,2385,462,3009,5134,3079,14069
Jacksonville__TX,0,88,0,4984,10072,2992,1940,0,1609,1340,2003,1115,86,1401,82,356,0,6511,1569,4984,10072,4932,28068
St__Joseph__IL,0,43,0,1278,3151,658,81,0,170,0,0,0,37,43,3091,64,0,277,3171,1278,3151,739,8616
Benton__LA,0,1029,0,2820,4098,680,125,17,393,747,788,1047,197,1085,0,616,121,4741,1282,2837,4098,805,13763
Fulton__KY__TN,0,40,0,3822,1838,815,372,0,605,17,0,11,0,0,374,223,8,904,374,3822,1838,1187,8125
Weiser__ID__OR,0,70,0,1251,2339,1808,101,0,0,6,0,5,79,18,1784,0,0,81,1881,1251,2339,1909,7461
Monticello__IL,0,5,0,2019,3883,1085,436,8,1214,0,0,0,97,20,729,423,0,1642,846,2027,3883,1521,9919
Waterford__CA,0,5,0,1206,1298,2015,142,80,10,0,0,12,389,1116,580,127,84,238,2085,1286,1298,2157,7064
Vinton__IA,0,48,0,1594,2887,919,467,0,12,0,0,0,41,70,334,405,64,529,445,1594,2887,1386,6841
Eldorado__IL,0,1,0,3654,3295,760,298,5,433,0,0,0,0,318,1717,0,0,434,2035,3659,3295,1058,10481
Chestertown__MD,0,798,0,3951,1806,1013,343,9,893,23,100,139,17,72,1913,722,334,3009,2002,3960,1806,1356,12133
Macon__MO,0,22,0,2406,3712,987,287,0,629,6,15,0,98,390,1,3,0,675,489,2406,3712,1274,8556
Franklinton__LA,0,44,0,3255,1868,739,249,96,10,178,122,424,121,197,32,883,121,1782,350,3351,1868,988,8339
Kilgore__TX,0,92,0,5146,19091,6304,3713,14,6725,3036,246,1453,108,1962,0,2674,25,14251,2070,5160,19091,10017,50589
Richlands__VA,0,0,0,2665,5825,4338,923,53,5510,290,72,0,220,4189,0,0,0,5872,4409,2718,5825,5261,24085
Charlevoix__MI,0,83,0,3574,3382,1903,582,586,1045,246,221,25,191,0,280,970,28,2618,471,4160,3382,2485,13116
Newark__OH,0,1277,0,29722,28632,14523,6140,0,22780,534,5,152,2051,8018,7954,357,63,25168,18023,29722,28632,20663,122208
Magnolia__AR,0,54,0,2244,9587,3975,1472,19,269,2814,68,299,111,724,0,15,0,3519,835,2263,9587,5447,21651
Yoakum__TX,0,0,0,2793,2732,1020,376,0,281,0,2,220,189,643,0,11,0,514,832,2793,2732,1396,8267
Russellville__KY,0,10,0,4316,3067,1832,727,13,4003,544,86,320,144,4260,488,0,0,4963,4892,4329,3067,2559,19810
Manteca__CA,0,782,0,6830,10299,26137,5629,0,0,0,0,0,320,2660,10257,257,661,1700,13237,6830,10299,31766,63832
Stockton__CA,0,1238,0,35826,53749,96659,39121,615,0,0,0,0,3295,3904,34889,304,1414,2956,42088,36441,53749,135780,271014
Grove_City__PA,0,231,0,4939,4554,1508,419,113,7851,144,182,104,473,1584,3478,25,0,8537,5535,5052,4554,1927,25605
Madison__SD,0,0,0,2916,2624,1600,623,10,26,0,0,0,66,190,97,0,0,26,353,2926,2624,2223,8152
Northern_Cambria__PA,0,23,0,3833,2675,641,142,154,9286,293,268,0,0,3751,103,0,0,9870,3854,3987,2675,783,21169
Jackson__Wellston__OH,0,29,0,5560,4958,2761,682,0,2403,61,11,0,459,913,353,0,2,2506,1725,5560,4958,3443,18192
Atoka__TN,0,351,0,13879,7566,1446,308,32,9032,144,219,5389,237,3008,17115,676,66,15877,20360,13911,7566,1754,59468
Escanaba__MI,0,830,0,12131,10960,9343,3362,501,5525,845,728,1202,1270,573,0,3927,883,13940,1843,12632,10960,12705,52080
Ada__OH,0,0,0,1599,2002,565,129,0,108,0,0,0,102,0,751,0,0,108,853,1599,2002,694,5256
Morrilton__AR,0,17,0,2905,4816,1558,576,26,925,1868,725,153,56,2933,0,28,0,3716,2989,2931,4816,2134,16586
Stephenville__TX,0,11,0,7615,4789,2896,1703,30,627,1205,0,1211,2673,53,114,201,0,3255,2840,7645,4789,4599,23128
Granite_Falls__MN,0,164,0,1038,1379,860,374,4,470,0,0,0,581,293,421,0,235,869,1295,1042,1379,1234,5819
Fayetteville__NC,0,6079,0,128625,128230,53287,17203,1712,3640,75652,2902,43359,16629,5387,32149,58195,3134,192961,54165,130337,128230,70490,576183
Benton__KY,0,0,0,4343,1165,563,306,18,3622,1137,0,0,111,764,1319,35,15,4809,2194,4361,1165,869,13398
Castroville__TX,0,13,0,4353,1143,421,195,31,562,477,5,1902,945,0,333,673,0,3632,1278,4384,1143,616,11053
Devine__TX,0,0,0,2366,4061,1447,310,125,19,11,14,2157,403,653,847,59,0,2260,1903,2491,4061,1757,12472
Grand_Rapids__MI,0,17633,0,157162,222171,134817,67957,4892,88571,6705,5868,2132,6083,32077,45597,31143,1024,153076,83757,162054,222171,202774,823832
Portage__PA,0,0,0,3312,2214,517,124,58,5969,482,152,0,16,878,1,39,0,6642,895,3370,2214,641,13762
Tamaqua__PA,0,266,0,1381,2100,2143,1082,1787,5137,88,106,107,160,37,27,0,7,5711,224,3168,2100,3225,14428
Beeville__TX,0,25,0,5557,5661,4393,1477,98,1876,40,10,5151,709,6489,2625,712,8,7822,9823,5655,5661,5870,34831
Oakland__TN,0,204,0,3881,3246,1094,154,342,2221,822,232,1361,73,2656,4159,351,17,5208,6888,4223,3246,1248,20813
Milford__NJ__PA,0,943,0,2050,877,381,133,81,1852,25,20,370,33,255,377,197,13,3420,665,2131,877,514,7607
Saw_Creek__PA,0,85,0,5521,857,177,18,0,7278,248,1786,120,0,0,0,155,0,9672,0,5521,857,195,16245
Ashland__PA,0,55,0,1877,1421,881,401,261,9931,265,495,18,0,515,141,0,0,10764,656,2138,1421,1282,16261
Alexander_City__AL,0,35,0,8036,3137,1972,629,7,6858,3845,426,358,1589,587,0,493,37,12052,2176,8043,3137,2601,28009
Tallassee__AL,0,86,0,2192,1660,602,264,0,1103,363,1433,913,14,625,67,34,8,3940,706,2192,1660,866,9364
New_Madrid__MO,0,0,0,2597,1108,526,107,0,8,0,0,0,0,68,950,38,0,46,1018,2597,1108,633,5402
Portageville__MO,0,0,0,1782,1066,610,281,0,0,0,0,0,0,0,653,31,0,31,653,1782,1066,891,4423
Asheville__NC,0,4126,0,282268,95771,40316,14657,652,159837,23193,10619,4039,11842,107499,11022,2739,68,204621,130363,282920,95771,54973,768648
Windom__MN,0,188,0,1675,1953,1091,471,17,29,0,8,0,252,289,620,5,296,526,1161,1692,1953,1562,6894
Lillington__NC,0,56,0,1449,1506,501,147,38,367,1009,347,166,865,209,211,165,17,2127,1285,1487,1506,648,7053
Spout_Springs__NC,0,1620,0,7175,5839,1543,127,190,2140,15826,296,1187,9520,544,1068,4678,545,26292,11132,7365,5839,1670,52298
Ludington__MI,0,849,0,4591,5453,4906,2617,171,3076,530,388,281,517,15,487,696,313,6133,1019,4762,5453,7523,24890
Willmar__MN,0,9832,0,6595,8136,8963,3325,6,452,25,9,80,5,374,4170,42,326,10766,4549,6601,8136,12288,42340
Hot_Springs__SD,0,0,0,1487,2080,1340,205,0,0,283,0,301,344,0,0,9,21,614,344,1487,2080,1545,6070
Bellefonte__PA,0,183,0,4676,5116,1610,490,0,3502,164,35,0,0,3513,8125,0,0,3884,11638,4676,5116,2100,27414
Jersey_Shore__PA,0,561,0,4678,4109,1206,427,67,1885,65,727,110,0,3219,2868,516,438,4302,6087,4745,4109,1633,20876
Lake_Delton__WI,0,1410,0,3433,4476,3057,1687,0,3234,814,374,160,127,310,740,629,30,6651,1177,3433,4476,4744,20481
Bonham__TX,0,18,0,4828,2629,1342,868,0,1192,37,51,0,1937,2020,103,0,10,1308,4060,4828,2629,2210,15035
Mount_Pleasant__MI,0,134,0,7048,11530,8358,4465,203,1290,57,28,22,284,1837,10263,2660,159,4350,12384,7251,11530,12823,48338
Hutchinson__MN,0,762,0,3245,5064,5528,2339,0,169,1,0,44,27,410,1830,6,94,1076,2267,3245,5064,7867,19519
Plymouth__NH,0,63,0,1249,1334,790,188,5,364,516,1164,119,87,141,384,417,50,2693,612,1254,1334,978,6871
Millersburg__OH,0,18,0,1215,1216,774,291,11,1160,16,0,0,95,126,135,27,3,1224,356,1226,1216,1065,5087
Big_Rapids__MI,0,250,0,4134,5197,3406,1639,184,4783,1038,261,373,1306,1946,1649,491,389,7585,4901,4318,5197,5045,27046
Spencer__WV,0,44,0,1337,1142,358,117,0,2162,109,7,0,40,334,21,0,0,2322,395,1337,1142,475,5671
Philipsburg__PA,0,153,0,3012,4210,1375,499,443,6979,234,181,0,57,1431,291,0,0,7547,1779,3455,4210,1874,18865
Manning__SC,0,15,0,3165,2408,815,350,0,129,220,62,321,28,818,1123,2146,72,2965,1969,3165,2408,1165,11672
Mazomanie__WI,0,98,0,609,1569,386,122,8,653,66,7,110,18,802,727,81,51,1066,1547,617,1569,508,5307
St__Simons__GA,0,60,0,6983,3784,1065,422,111,0,6925,11,187,60,106,0,948,5399,13530,166,7094,3784,1487,26061
Franklin__LA,0,547,0,4310,12402,841,299,0,66,35,197,176,507,1155,8266,1502,354,2877,9928,4310,12402,1140,30657
Neosho__MO,0,0,0,4577,6043,2410,1440,104,4657,8,5,180,135,4042,34,39,0,4889,4211,4681,6043,3850,23674
Springhill__LA,0,31,0,2887,6467,1279,547,0,39,2432,325,677,88,1027,0,8,0,3512,1115,2887,6467,1826,15807
South_Haven__MI,0,105,0,4279,4258,2851,1258,391,1353,40,53,30,97,136,252,200,58,1839,485,4670,4258,4109,15361
Lafayette__TN,0,1,0,3326,1212,767,517,0,3496,28,0,0,139,1293,554,0,0,3525,1986,3326,1212,1284,11333
Fort_Atkinson__WI,0,1302,0,4309,10037,4485,1777,0,779,41,75,22,35,1803,4991,1470,1987,5676,6829,4309,10037,6262,33113
Watertown__WI,0,1048,0,3750,9567,4779,1383,22,704,0,22,13,9,1367,3382,446,585,2818,4758,3772,9567,6162,27077
Yreka__CA,0,0,0,1409,3354,2133,612,49,17,532,0,2472,2740,975,3,0,0,3021,3718,1458,3354,2745,14296
Paris__TN,0,57,0,8391,3646,1979,911,14,10267,253,0,159,367,1043,1683,391,16,11143,3093,8405,3646,2890,29177
Dillon__SC,0,152,0,4891,4723,1300,462,0,16,852,41,753,151,50,2828,3909,520,6243,3029,4891,4723,1762,20648
Storm_Lake__IA,0,72,0,1936,4819,1764,786,0,0,0,0,0,302,132,953,0,23,95,1387,1936,4819,2550,10787
Elkin__NC,0,30,0,6841,3353,1332,507,0,5027,131,147,382,406,1086,1,0,0,5717,1493,6841,3353,1839,19243
Clanton__AL,0,66,0,4013,3051,1699,657,36,1554,686,1693,1477,188,3166,318,590,6,6072,3672,4049,3051,2356,19200
Centralia__IL,0,179,0,7218,12361,5423,2384,0,2837,13,0,0,217,1823,1554,38,7,3074,3594,7218,12361,7807,34054
Cumberland__KY,0,0,0,1393,1892,1039,179,88,1192,12,82,0,910,0,0,0,0,1286,910,1481,1892,1218,6787
Beaver_Dam__WI,0,206,0,4176,7512,4249,1541,13,395,3,42,0,12,1483,2721,242,256,1144,4216,4189,7512,5790,22851
Greenville__MI,0,224,0,3685,5110,2370,1608,37,1546,604,111,24,292,294,1051,1014,63,3586,1637,3722,5110,3978,18033
Central_City__Greenville__KY,0,16,0,5363,3108,1564,655,0,7557,23,0,0,235,3431,410,0,8,7604,4076,5363,3108,2219,22370
Clarion__PA,0,201,0,4328,3240,1734,407,25,5111,305,556,0,1252,917,1273,0,0,6173,3442,4353,3240,2141,19349
Brandon__SD,0,4,0,3121,2293,2058,450,0,21,0,0,0,258,501,875,0,0,25,1634,3121,2293,2508,9581
Tillamook__OR,0,125,0,2016,3047,1504,1028,42,4,353,211,6,159,2166,223,537,1105,2341,2548,2058,3047,2532,12526
Moose_Lake__MN,0,1934,0,1882,969,606,247,0,1822,452,373,735,176,1339,131,2191,402,7909,1646,1882,969,853,13259
